kepid,kepoi_name,kepler_name,koi_disposition,koi_pdisposition,koi_score,koi_fpflag_nt,koi_fpflag_ss,koi_fpflag_co,koi_fpflag_ec,koi_period,koi_period_err1,koi_period_err2,koi_duration,koi_duration_err1,koi_duration_err2,koi_depth,koi_depth_err1,koi_depth_err2,koi_ror,koi_prad,koi_prad_err1,koi_prad_err2,koi_impact,koi_dor,koi_sma,koi_srho,koi_teq,koi_insol,koi_model_snr,koi_num_transits,koi_max_mult_ev,koi_count,koi_steff,koi_steff_err1,koi_steff_err2,koi_slogg,koi_srad,koi_srad_err1,koi_srad_err2,koi_smass,koi_kepmag,koi_sparprov,koi_fittype,koi_dikco_msky
10000006,K00006.01,,FALSE POSITIVE,FALSE POSITIVE,0.05049729641803626,0,0,1,0,19.519772898210775,0.0019519772898210776,-0.0019519772898210776,4.613958416020527,0.23069792080102636,-0.23069792080102636,4468.869700572027,357.5095760457622,-357.5095760457622,0.061937041468990636,8.375386232601205,2.054217220141912,-2.054217220141912,0.5833632955063035,26.250132738224124,0.15132829408671145,1.4720679582621459,664.842992537708,46.509306261229554,630.7729767372716,71,578.1548410047385,2,5266.347371788803,200.0,-200.0,4.335522953261526,1.2397202861041317,0.30406415765776956,-0.30406415765776956,1.2133646469867065,12.776109943879431,KIC,LS+MCMC,0.7759177297393336
10000006,K00006.02,,CANDIDATE,CANDIDATE,0.8338466411975658,0,0,0,0,3.5657015782766286,0.0003565701578276629,-0.0003565701578276629,2.940680594592414,0.1470340297296207,-0.1470340297296207,744.6821307985638,59.5745704638851,-59.5745704638851,0.024827685955767547,3.3573037105007613,0.9799706797922053,-0.9799706797922053,0.4094501009066335,8.451069221217695,0.04871921605917587,1.1196729090101185,1171.7339625777427,448.72426134273815,245.92982659950175,392,227.9350337117033,2,5266.347371788803,200.0,-200.0,4.335522953261526,1.2397202861041317,0.36186464981580274,-0.36186464981580274,1.2133646469867065,13.383560492509805,KIC,LS+MCMC,0.5280392636374737
10000007,K00007.01,,CANDIDATE,CANDIDATE,0.9819201848821915,0,0,0,0,2.175379146598753,0.0002175379146598753,-0.0002175379146598753,2.6997850463478517,0.1349892523173926,-0.1349892523173926,452.4302895709126,36.19442316567301,-36.19442316567301,0.019493668272612525,3.1430665079403868,0.2669195067855713,-0.2669195067855713,0.48745746933740586,5.374701821265657,0.03694440022396908,0.5426541363629718,1777.9931565427214,2378.9418103661965,191.29206683807365,643,228.06217474585932,2,6372.82403865257,80.0,-80.0,4.251476779523273,1.4781868018301627,0.12553246680739072,-0.12553246680739072,1.4215311744051053,13.07370333313586,SME,LS+MCMC,0.3577715075040563
10000007,K00007.02,Kepler-13 b,CONFIRMED,CANDIDATE,0.9977407255455468,0,0,0,0,8.530239174726221,0.0008530239174726221,-0.0008530239174726221,1.2363228988010904,0.061816144940054524,-0.061816144940054524,123.14281638544938,9.85142531083595,-9.85142531083595,0.011008852225960196,1.7750150581403732,0.537750878108109,-0.537750878108109,0.9673195895489756,13.365089567038408,0.09186839278045507,0.8401008337375753,1127.5124237843897,384.7235954923554,26.29306683621707,164,25.206063917286933,2,6372.82403865257,200.0,-200.0,4.251476779523273,1.4781868018301627,0.44782507452346615,-0.44782507452346615,1.4215311744051053,13.698398914335272,KIC,LS+MCMC,0.4767661874856771
10000008,K00008.01,,FALSE POSITIVE,FALSE POSITIVE,0.0316684693843366,0,1,0,0,32.15825211877092,0.003215825211877092,-0.003215825211877092,4.668336096395958,0.2334168048197979,-0.2334168048197979,82185.00315690179,6574.800252552143,-6574.800252552143,0.27053430164600917,36.18161410866562,15.190468570728337,-15.190468570728337,0.7129722885352514,36.90020441652054,0.2103917067627627,0.30070556125159104,669.4128608494168,47.801297633410506,8000.0,43,8653.144005541491,1,6286.849911027158,200.0,-200.0,4.340790619806063,1.2261254870396796,0.51477583666408,-0.51477583666408,1.2013828501072177,13.738710111490848,KIC,LS+MCMC,0.2820111943256514
10000009,K00009.01,,FALSE POSITIVE,FALSE POSITIVE,0.006600168779033687,0,1,0,0,6.816790713441536,0.0006816790713441537,-0.0006816790713441537,2.131205228661598,0.10656026143307991,-0.10656026143307991,282632.88435650786,22610.63074852063,-22610.63074852063,0.49332970416344096,37.10374880780398,15.690294212593521,-15.690294212593521,0.5956173871501038,19.628028222423847,0.06293488522747295,1.6793410990122923,673.952453619031,49.11119639145094,8000.0,205,8566.918174084185,1,4616.281138644277,200.0,-200.0,4.615774201177527,0.6895247287169276,0.2915836325991894,-0.2915836325991894,0.7156404192549511,14.716185044957575,KIC,MCMC,0.521841431319807
10000010,K00010.01,,CANDIDATE,CANDIDATE,0.7138204808235123,0,0,0,0,2.403442017310922,0.00024034420173109223,-0.00024034420173109223,2.8639337971571446,0.14319668985785725,-0.14319668985785725,2296.9057247595665,183.7524579807653,-183.7524579807653,0.0445413541589721,8.528873085486156,1.0179286030593209,-1.0179286030593209,0.6074401181956608,5.092750527482437,0.04157333676670805,0.6315775495911732,1355.6971713811158,804.107732916447,923.9300938408355,582,1007.271508651257,1,4730.026192382282,80.0,-80.0,4.169341720023249,1.7554867514417039,0.20951890814568733,-0.20951890814568733,,17.377079069341114,Astero,MCMC,0.720241655571921
10000011,K00011.01,,FALSE POSITIVE,FALSE POSITIVE,0.05283046136174602,0,0,1,0,1.0849903074889633,0.00010849903074889634,-0.00010849903074889634,2.0596836780162846,0.10298418390081424,-0.10298418390081424,2717.4909221771863,217.3992737741749,-217.3992737741749,0.04757262499541677,6.993173271775174,1.9478310249808515,-1.9478310249808515,0.44383093662962814,3.6061873496180765,0.022599545447187622,4.090756057604232,1906.6503535524582,3145.920273917579,1626.926526280207,1290,1687.1638766631734,2,5597.831937532069,200.0,-200.0,4.295633888598496,1.347679101730469,0.37537339117046925,-0.37537339117046925,,15.893189772503279,KIC,LS+MCMC,2.8852839401521564
10000011,K00011.02,,CANDIDATE,CANDIDATE,0.9680920736837982,0,0,0,0,10.243678918948548,0.0010243678918948548,-0.0010243678918948548,4.421334133267524,0.22106670666337622,-0.22106670666337622,125.78286294787185,10.062629035829747,-10.062629035829747,0.010208026843213478,1.5005793875028235,0.31521405918454515,-0.31521405918454515,0.41431850936661097,16.108991465802728,0.10095312568225905,0.9768700364526455,902.1131745981653,157.65493887101465,24.50790929273459,136,28.032974903045538,2,5597.831937532069,200.0,-200.0,4.295633888598496,1.347679101730469,0.2830955853935741,-0.2830955853935741,1.308060539714037,11.832549199206964,KIC,LS+MCMC,0.17780155379986773
10000012,K00012.01,Kepler-19 b,CONFIRMED,CANDIDATE,0.9468709227688171,0,0,0,0,3.044972725912448,0.0003044972725912448,-0.0003044972725912448,2.008148384818626,0.10040741924093131,-0.10040741924093131,1656.073299118882,132.48586392951057,-132.48586392951057,0.03749689944884469,3.5462279075091163,0.4027311816598967,-0.4027311816598967,0.5372266272599597,9.770169678546589,0.03939196420816416,1.8947630952901695,1459.5875201636102,1080.3986790726003,591.8349647395278,459,548.6891574153013,1,7053.519137202558,80.0,-80.0,4.506334365492932,0.8670429390000289,0.09846666274154399,-0.09846666274154399,0.8795014204603021,12.331312611355521,SME,LS+MCMC,0.08284766801598428
10000013,K00013.01,,FALSE POSITIVE,FALSE POSITIVE,0.0917319214673686,0,0,1,0,6.587771056886569,0.000658777105688657,-0.000658777105688657,1.4328989914407038,0.0716449495720352,-0.0716449495720352,241.61460715016776,19.329168572013423,-19.329168572013423,0.01488784409253716,0.9786053909857981,0.1644578398865629,-0.1644578398865629,0.7997925013388382,21.083158742750367,0.059080711375606915,7.243156515124579,531.9104187371802,19.055373574776535,58.703866282426176,212,66.59237525172364,2,3775.991351977905,200.0,-200.0,4.680129408126189,0.6026221804087925,0.10127263038876808,-0.10127263038876808,0.6339289731171371,14.721230825448673,KIC,LS+MCMC,9.223462290083381
10000013,K00013.02,,FALSE POSITIVE,FALSE POSITIVE,0.27043545411252473,1,0,0,0,5.042762002782155,0.0005042762002782155,-0.0005042762002782155,2.887180548464098,0.14435902742320492,-0.14435902742320492,117807.08473030158,9424.566778424127,-9424.566778424127,0.30745365679191555,20.209494682019553,7.920675697101922,-7.920675697101922,0.12215015428123488,17.642318627562773,0.049438547019902364,0.9941619165961874,581.4715971111195,27.21306770450135,6.19341694681486,277,6.030482664284711,2,3775.991351977905,200.0,-200.0,4.680129408126189,0.6026221804087925,0.23618477027756662,-0.23618477027756662,0.6339289731171371,12.668593963339966,KIC,LS+MCMC,0.5663280863482643
10000014,K00014.01,,FALSE POSITIVE,FALSE POSITIVE,0.08754702980474995,0,0,1,0,3.628830574196682,0.00036288305741966824,-0.00036288305741966824,1.2723307128996495,0.06361653564498247,-0.06361653564498247,8499.071852902578,679.9257482322063,-679.9257482322063,0.0902840654264693,11.343010614396505,0.614172489766739,-0.614172489766739,0.9106573800662462,9.002202961410184,0.048217010177791786,2.3445941933449514,1239.6712416700677,562.1983732548589,2782.2805665613682,385,2983.3086032321635,1,5750.499645613454,80.0,-80.0,4.3706538242008675,1.151825137644382,0.062366098085557035,-0.062366098085557035,1.1356588697184082,12.94895401819087,SME,LS+MCMC,4.459905238991481
10000015,K00015.01,Kepler-23 b,CONFIRMED,CANDIDATE,0.9547493772784658,0,0,0,0,11.823460045831972,0.0011823460045831972,-0.0011823460045831972,1.7924519182208756,0.08962259591104378,-0.08962259591104378,379.6748534779475,30.373988278235803,-30.373988278235803,0.01857698352939564,1.179670340965947,0.4879113233716432,-0.4879113233716432,0.7741468493198711,31.89820914861696,0.08635470626765802,4.671087994796097,488.046164808507,13.50538895270474,68.85766752843482,118,64.75181943249493,1,4261.561001584167,200.0,-200.0,4.696618768014398,0.582176653474562,0.24078810119126973,-0.24078810119126973,,12.273695416756384,KIC,LS+MCMC,0.710358730170514
10000016,K00016.01,,CANDIDATE,CANDIDATE,0.9570373997578016,0,0,0,0,17.943116053905758,0.0017943116053905758,-0.0017943116053905758,4.750803786952391,0.23754018934761956,-0.23754018934761956,423.5976453767917,33.88781163014334,-33.88781163014334,0.018637080721245394,2.229650594312894,0.7692166653448187,-0.7692166653448187,0.34902826711403023,27.038570759940445,0.1379040120178075,1.1408395086505403,613.1282042936806,33.640981383158085,62.36161758861391,78,57.95295618116215,1,4929.102105827009,200.0,-200.0,4.3940379621841315,1.0968020289214597,0.3783904085161787,-0.3783904085161787,1.0867143968285309,13.708389424857364,KIC,LS+MCMC,0.2853342856492299
10000017,K00017.01,Kepler-25 b,CONFIRMED,CANDIDATE,0.7782851166465208,0,0,0,0,171.47651379756198,0.0171476513797562,-0.0171476513797562,11.665737903032744,0.5832868951516372,-0.5832868951516372,358.41948088743163,28.673558470994532,-28.673558470994532,0.0169334441179772,2.2744483294317495,0.6931284183542906,-0.6931284183542906,0.010181579282028008,112.28746778230108,0.6429782905124186,1.001272639986235,315.6962541195092,2.3645102134674953,17.068763115586815,8,18.42224556662852,1,5172.014423742183,200.0,-200.0,4.33873892525844,1.2314026869952373,0.3752647117762736,-0.3752647117762736,1.206035487912863,11.97403249108255,KIC,LS+MCMC,0.9531854866830165
10000018,K00018.01,,CANDIDATE,CANDIDATE,0.8859974646261872,0,0,0,0,24.847281333897698,0.00248472813338977,-0.00248472813338977,4.713879387491066,0.23569396937455334,-0.23569396937455334,88.93238933667425,7.11459114693394,-7.11459114693394,0.008444158519135339,0.7859706570462465,0.08481465567430575,-0.08481465567430575,0.10522572507436234,40.04460529835003,0.15890158086540557,1.979578994733673,523.4848494809394,17.876395191010673,11.125852279307388,56,10.388009663092312,2,5121.542490906798,80.0,-80.0,4.5139478284361,0.85333444397942,0.09208393009623654,-0.09208393009623654,0.8669765448689651,15.640976070544514,SME,none,0.4586672888808636
10000018,K00018.02,Kepler-27 b,CONFIRMED,CANDIDATE,0.968531423915201,0,0,0,0,94.62216274985794,0.009462216274985794,-0.009462216274985794,7.324739279074657,0.36623696395373284,-0.36623696395373284,1898.549711407476,151.8839769125981,-151.8839769125981,0.039053807203739695,3.635074642253853,0.7538811003547916,-0.7538811003547916,0.14439534273578458,97.65324500188169,0.3874992621808943,1.6918371025325027,335.22221083412705,3.006039084154115,121.71337506674358,14,117.34479493358134,2,5121.542490906798,200.0,-200.0,4.5139478284361,0.85333444397942,0.17697372761484112,-0.17697372761484112,,15.141627838634918,KIC,LS+MCMC,0.7304252332083657
10000019,K00019.01,,FALSE POSITIVE,FALSE POSITIVE,0.10736511559616606,1,0,0,0,1.994192897359581,0.00019941928973595812,-0.00019941928973595812,3.9379909522909324,0.19689954761454664,-0.19689954761454664,32195.887501325655,2575.6710001060524,-2575.6710001060524,0.16066143494907698,12.820968964997101,2.59817097630413,-2.59817097630413,0.10358002767826868,8.298343334560291,0.02823155839779341,37.672008071396185,1127.060792913061,384.10755373404515,13.982020997002053,702,13.318964202235168,1,5019.583654306713,200.0,-200.0,4.587472650931857,0.7316081387395745,0.14826048150421348,-0.14826048150421348,0.7548326468108608,11.548412874340915,KIC,LS+MCMC,0.15864230577666644
10000020,K00020.01,,FALSE POSITIVE,FALSE POSITIVE,0.04819872811818841,0,1,0,0,0.5703462575723445,5.703462575723445e-05,-5.703462575723445e-05,1.2040921452234032,0.06020460726117016,-0.06020460726117016,90711.45746325479,7256.9165970603835,-7256.9165970603835,0.2823936074735203,34.316423078306016,13.30495299330698,-13.30495299330698,0.6708124538452382,2.683649488845076,0.013902957321098785,0.7519380072185297,2174.137549498094,5318.774111222594,8000.0,2454,8883.374584994599,2,5506.486354338733,200.0,-200.0,4.3865709117262774,1.1140802437518786,0.4319443562071398,-0.4319443562071398,1.1021097020366173,14.910421146958123,KIC,LS+MCMC,0.06811277691499505
10000020,K00020.02,,CANDIDATE,CANDIDATE,0.9371370776707775,0,0,0,0,7.220408937529129,0.0007220408937529129,-0.0007220408937529129,1.057628449126125,0.052881422456306254,-0.052881422456306254,29.77989639070915,2.3823917112567323,-2.3823917112567323,0.005404574659889332,0.6567629920746171,0.20590336409870943,-0.20590336409870943,0.9601451788624461,14.577216076480127,0.07551895797649677,1.2654119286898715,932.8517211375014,180.26605210607198,6.91122532396957,193,7.864827428907677,2,5506.486354338733,80.0,-80.0,4.3865709117262774,1.1140802437518786,0.3492780087072262,-0.3492780087072262,1.1021097020366173,14.794094845706669,Solar,LS+MCMC,0.0064753565167993445
10000021,K00021.01,,CANDIDATE,CANDIDATE,0.9917337388693352,0,0,0,0,29.161332161233304,0.0029161332161233306,-0.0029161332161233306,3.7875579362394514,0.1893778968119726,-0.1893778968119726,2572.940946374331,205.83527570994647,-205.83527570994647,0.04747407191282066,4.459907895785766,1.9161778218873335,-1.9161778218873335,0.6584600174664322,44.26726831005524,0.1772908715421269,1.844996966198014,487.85190735909,13.483899539189737,297.12480250856663,48,286.27094658030376,1,5018.26999003248,200.0,-200.0,4.509526431759521,0.8612688246991734,0.3700399782091825,-0.3700399782091825,0.874228286967255,14.600852280668228,KIC,LS+MCMC,0.16931319551577778
10000022,K00022.01,Kepler-32 b,CONFIRMED,CANDIDATE,0.9503073501224134,0,0,0,0,22.688512725220882,0.0022688512725220883,-0.0022688512725220883,1.949236811280679,0.09746184056403395,-0.09746184056403395,6390.967308573299,511.277384685864,-511.277384685864,0.07686742375688058,4.6691174823002655,1.075218994414756,-1.075218994414756,0.8206387266763784,50.81348948247424,0.13158480500836048,4.472979859923509,379.62564442601945,4.944081800760323,836.712677907454,61,931.8564700369885,3,4183.788353631263,200.0,-200.0,4.717841055608923,0.5568802254758449,0.12824012210346317,-0.12824012210346317,,14.196659831834985,KIC,LS,0.25025888709965916
10000022,K00022.02,Kepler-33 b,CONFIRMED,CANDIDATE,0.8576410196127627,0,0,0,0,51.32667080055381,0.005132667080055381,-0.005132667080055381,3.70129971852669,0.1850649859263345,-0.1850649859263345,12.853321570054725,1.028265725604378,-1.028265725604378,0.003313328101692602,0.201259745781774,0.04724615108593803,-0.04724615108593803,0.5628137622803846,87.56631319721747,0.22675861006024786,4.419245863271287,289.18550422984356,1.6648287133182718,3.0,27,3.235531107322897,3,4183.788353631263,200.0,-200.0,4.717841055608923,0.5568802254758449,0.13072881100690364,-0.13072881100690364,0.5904533853118855,14.035416472482039,KIC,LS+MCMC,0.1380943237212791
10000022,K00022.03,,FALSE POSITIVE,FALSE POSITIVE,0.007594668922278751,0,1,0,0,0.3,3e-05,-3e-05,0.03606338733162276,0.0018031693665811381,-0.0018031693665811381,80894.71984714917,6471.577587771934,-6471.577587771934,0.29027739660309165,17.63216719065316,5.344504041467686,-5.344504041467686,1.0769405836316643,2.8413354146277463,0.007357821127913139,1.638562427782483,1605.4020008548475,1581.2432283302649,8000.0,4666,7736.970204704334,3,4183.788353631263,200.0,-200.0,4.717841055608923,0.5568802254758449,0.16879652872431947,-0.16879652872431947,0.5904533853118855,14.57502196836104,KIC,LS+MCMC,0.040987796026979974
10000023,K00023.01,,CANDIDATE,CANDIDATE,0.9468388454179376,0,0,0,0,54.85882306293228,0.005485882306293229,-0.005485882306293229,2.507801168832348,0.1253900584416174,-0.1253900584416174,7004.8436215626525,560.3874897250122,-560.3874897250122,0.08144705542522353,6.098938786999293,1.059214397105838,-1.059214397105838,0.8809983202038757,79.06522376290776,0.25240539680707136,2.857527545153519,451.13460101564334,9.860252357684397,589.7771857869118,25,682.2299752329689,2,6201.882651270499,200.0,-200.0,4.617866003625113,0.6865121178099889,0.11922787625316164,-0.11922787625316164,,12.353671509504874,KIC,LS+MCMC,0.05303707618400519
10000023,K00023.02,,FALSE POSITIVE,FALSE POSITIVE,0.14660485482759888,0,0,1,0,12.63840510413776,0.0012638405104137761,-0.0012638405104137761,3.13592668421801,0.1567963342109005,-0.1567963342109005,8861.86866346742,708.9494930773935,-708.9494930773935,0.08478299647158535,6.34874155927359,2.3666096098757117,-2.3666096098757117,0.2619691972818897,29.713195579154917,0.09485549478810325,5.912242611547344,735.90916080813,69.81686050249431,1554.5043470031549,110,1635.4624876044577,2,6201.882651270499,200.0,-200.0,4.617866003625113,0.6865121178099889,0.25590995634907243,-0.25590995634907243,0.712825761564352,13.20331581902845,KIC,LS+MCMC,1.4926962856500094
10000024,K00024.01,,CANDIDATE,CANDIDATE,0.6003492971038044,0,0,0,0,0.6247389776748757,6.247389776748757e-05,-6.247389776748757e-05,1.0625885206360053,0.053129426031800264,-0.053129426031800264,6786.158112770151,542.8926490216121,-542.8926490216121,0.07751511362335625,7.878635867123644,1.5761738538050665,-1.5761738538050665,0.6945246417906712,3.2315202929347797,0.014002506205029982,1.450667523602672,2222.7500465306825,5810.667048272176,5354.111859722007,2240,5375.732764382771,2,6177.584950433992,200.0,-200.0,4.4719116740896965,0.9318241495373654,0.18641765981007843,-0.18641765981007843,,16.17601423485764,KIC,LS+MCMC,0.1508344886715398
10000024,K00024.02,,CANDIDATE,CANDIDATE,0.9710043885174094,0,0,0,0,23.515179640450043,0.0023515179640450044,-0.0023515179640450044,2.164526130898362,0.1082263065449181,-0.1082263065449181,317.2288234324706,25.37830587459765,-25.37830587459765,0.017399824852719008,1.768518134829843,0.5636224119244744,-0.5636224119244744,0.89930897901159,36.2944332943341,0.15726747206975286,1.3551408365238398,663.2451180083991,46.063796265750035,40.79540580099959,59,43.59160644606592,2,6177.584950433992,200.0,-200.0,4.4719116740896965,0.9318241495373654,0.2969700815096552,-0.2969700815096552,0.9384271530674626,14.040875729102668,KIC,LS+MCMC,0.49491473013185444
10000025,K00025.01,,FALSE POSITIVE,FALSE POSITIVE,0.04477760445414803,1,0,0,0,9.690752913470535,0.0009690752913470535,-0.0009690752913470535,10.957987149725174,0.5478993574862587,-0.5478993574862587,38777.94382651134,3102.2355061209073,-3102.2355061209073,0.19395318964550687,25.844462866116984,4.642051439966067,-4.642051439966067,0.9362922638523486,16.628586693043456,0.09446265954892956,1.5335382035689065,992.7564026737625,231.22472186881689,8.50269337703054,144,9.631632372324688,1,6258.856879020402,200.0,-200.0,4.342545136242803,1.2216306070448062,0.21942309839891,-0.21942309839891,1.1974183647041015,14.403649978380898,KIC,LS+MCMC,0.3110022199156424
10000026,K00026.01,,CANDIDATE,CANDIDATE,0.9279801076996435,0,0,0,0,13.598600427786833,0.0013598600427786834,-0.0013598600427786834,2.5928366217799272,0.12964183108899638,-0.12964183108899638,144.85352352519647,11.588281882015718,-11.588281882015718,0.010983640753850369,0.6730839510389874,0.18357773837219032,-0.18357773837219032,0.4440482394595414,35.89961866804564,0.09378793989858736,4.629333980814056,444.0428956942437,9.254717862127976,24.49597469709573,102,23.244064855901495,1,4113.338953362327,200.0,-200.0,4.713627571904805,0.5618135847723422,0.15322972286009146,-0.15322972286009146,0.595159010009877,16.46576854272907,KIC,LS+MCMC,0.10646010392399743
